温泉施設,18.0,0.6000,温泉施設
駐車場,42.0,0.3714,駐車場
混雑,36.0,-0.4444,混雑
雰囲気,20.0,0.7000,雰囲気
価格,50.0,0.3300,価格
買い物,18.0,0.6056,買い物
店,12.0,0.1750,店
海鮮丼,216.0,0.7310,海鮮丼,海鮮,お寿司
マグロ,87.0,0.7115,マグロの解体ショー,マグロ
新鮮,47.0,0.8979,新鮮
とれとれ市場,58.0,0.6966,とれとれ市場
お魚屋さん,13.0,0.7846,お魚屋さん
市場,30.0,0.6833,市場
梅干し,72.0,0.6986,干物,梅干し
魚,101.0,0.7396,魚
水槽,12.0,0.8000,水槽
アドベンチャー,14.0,0.5143,アドベンチャー
海,36.0,0.7694,海
お土産,176.0,0.6881,お土産,お菓子
白浜,40.0,0.7725,白浜
バーベキュー,46.0,0.7000,バーベキュー
食事スペース,51.0,0.4353,食事スペース
フードコート,40.0,0.5175,フードコート
飲食,22.0,0.2455,飲食
野菜,12.0,0.4750,野菜
ご飯,13.0,0.5000,ご飯
美味しい,20.0,0.9250,美味しい
ソフトクリーム,19.0,0.8316,ソフトクリーム
みかん,12.0,0.6500,みかん
果物,13.0,0.7846,果物
試食,67.0,0.7433,試食
飲み物と調味料,15.0,0.6800,飲み物と調味料
