おじさん,14.0,-0.1357,おじさん
男性,43.0,-0.1605,男性
女性,66.0,-0.2424,女性
家族,8.0,0.5250,家族
人が少ない時間,9.0,0.5778,人が少ない時間
子ども,11.0,0.6636,子ども
マナー,8.0,0.0875,マナー
若者,8.0,-0.3250,若者
朝,9.0,0.5667,朝
夜,20.0,0.2850,夜
温度,13.0,0.3154,温度
雪景色,8.0,0.5250,雪景色
星空,8.0,0.9500,星空
気持ち良さ,56.0,0.8393,気持ち良さ,感情,解放感
雰囲気,17.0,0.5118,雰囲気
清掃,8.0,0.5375,清掃
温泉,107.0,0.7384,温泉,天然温泉
健康,9.0,0.8111,健康
景色,26.0,0.8115,景色
ライトアップ,8.0,0.4750,ライトアップ
ダム,28.0,0.3536,ダム
川,18.0,0.5333,川
旅館,27.0,0.2444,旅館
自然,21.0,0.8476,自然
駐車場,22.0,0.3273,駐車場
位置情報,8.0,0.5750,位置情報
更衣室,70.0,0.0572,着替え場所,更衣室
湯浴み着,27.0,0.2741,水着,湯浴み着
タオル,29.0,0.2517,タオル,バスタオル巻き
湯原,38.0,0.6211,湯原ダム,湯原温泉
足湯,84.0,0.4345,足湯,お湯
公共温泉施設,12.0,0.8083,公共温泉施設
混浴,78.0,0.0423,混浴
露天風呂,105.0,0.6172,お風呂,露天風呂
入浴,26.0,0.1923,入浴
