地元の人々,6.0,0.7333,地元の人々
レトロな雰囲気,5.0,0.6800,レトロな雰囲気
雰囲気,7.0,0.6857,雰囲気
施設,5.0,-0.1400,施設
宿泊施設,3.0,0.4333,宿泊施設
駐車場,6.0,-0.1833,駐車場
階段,4.0,-0.4250,階段
温度,4.0,-0.1000,温度
体験,3.0,0.9000,体験
スキンケア,5.0,0.8400,スキンケア
家族向け,5.0,0.8400,家族向け
バスルーム,7.0,0.0429,バスルーム用品,バスルーム
無色透明,3.0,0.7667,無色透明
綺麗,3.0,-0.1333,綺麗
岩石,4.0,0.6500,岩石
満足度,3.0,1.0000,満足度
温泉,52.0,0.7807,温泉
かけ流し,8.0,0.9250,かけ流し
貸切風呂,25.0,0.6320,貸切風呂,貸切,家族風呂,風呂
湯治場,8.0,0.4750,幕湯,湯治場
共同浴場,14.0,0.2572,混浴,共同浴場
脱衣所,4.0,-0.6000,脱衣所
入浴,4.0,0.5000,入浴
湯原温泉,12.0,0.5250,湯原温泉
湯,36.0,0.7222,湯,お湯
温泉施設,5.0,0.4600,温泉施設
泉質,19.0,0.8632,泉質
ぬるめ,4.0,0.1000,ぬるめ
リラックス,3.0,0.7667,リラックス
滑らかさ,3.0,0.7000,滑らかさ
料金,4.0,0.8750,料金
