静かさ,4.0,0.8750,静かさ
鑑賞,7.0,0.8143,落ち着いて鑑賞,鑑賞
美術品,28.0,0.6929,工芸品,アート,アーティスト,芸術作品,美術,美術品
夢二,3.0,0.8667,夢二
空間,4.0,0.7250,空間
混雑,3.0,0.2000,混雑
気分,4.0,0.7750,気分
訪問者,3.0,0.3333,訪問者
日常,5.0,0.6400,日常
交通手段,5.0,0.7600,交通手段
路面電車,11.0,0.4364,路面電車
城下交通施設,4.0,0.4500,城下交通施設
都市エリア,3.0,0.1333,都市エリア
入場料,6.0,0.7000,入場料
外観,10.0,0.8000,外観
建物,9.0,0.8000,建物
グッズ販売,6.0,0.7500,グッズ販売
ショップ,6.0,0.7000,ショップ
アクセス,8.0,0.7500,交通アクセス,アクセス
駅,5.0,0.0800,駅
駐車場,12.0,0.4833,駐車場
カフェ,9.0,0.7778,カフェ
館内,10.0,0.7200,館内
岡山ゆかりの作品,7.0,0.7714,岡山ゆかりの芸術家,岡山ゆかりの作品
展示,53.0,0.6170,展示
絵画,5.0,0.7800,絵画
雪舟の作品,5.0,0.8400,雪舟の作品
岸田劉生,4.0,0.4000,岸田劉生
後楽園,14.0,0.6571,後楽園
歴史人物,3.0,0.8333,歴史人物
県立施設,7.0,0.8000,県立施設
美術館,42.0,0.7548,美術館
作品,11.0,0.7455,作品
文化,3.0,0.8000,文化
イベント,7.0,0.6714,イベント
