ベンガラ,73.0,0.7534,ベンガラ
散歩,14.0,0.6786,散歩
坑道,6.0,0.6667,坑道
道,11.0,-0.2636,道
バス,16.0,0.3875,バス
駐車場,16.0,0.5750,駐車場
交通,5.0,-0.6600,交通
蕎麦屋,6.0,0.8667,蕎麦屋
お土産店,14.0,0.3000,お土産店
カフェ,10.0,0.5200,喫茶店,カフェ
店舗,6.0,0.0500,店舗
高齢者,5.0,0.1400,高齢者
タイムスリップ,7.0,0.8714,タイムスリップ
落ち着き,5.0,0.8200,落ち着き
静かさ,6.0,0.9500,静かさ
感情,5.0,0.8000,感情
雰囲気,28.0,0.7786,雰囲気
景観,10.0,0.7600,景観
レトロな町並み,97.0,0.7206,町並み,レトロな町並み,弁柄色の街並み
ノスタルジック,9.0,0.7778,ノスタルジック
美しい景観,6.0,0.9667,美しい景観
重要伝統的建造物群保存地区,11.0,0.9091,重要伝統的建造物群保存地区
歴史,9.0,0.8000,歴史
屋根,27.0,0.7185,赤い屋根,屋根
小学校,6.0,0.4167,小学校
郷愁,5.0,0.6200,郷愁
ふるさと,10.0,0.6100,ふるさと
村落,5.0,0.7600,村落
旧片山家,8.0,0.7125,旧片山家
広兼邸,7.0,0.0571,広兼邸
瓦製品,9.0,0.7444,瓦製品
壁,6.0,0.6000,壁
アクセス,5.0,-0.2000,アクセス
建物,16.0,0.6937,建物
