受付のスタッフ,3.0,0.8000,受付のスタッフ
風呂,6.0,0.8000,露天風呂,風呂
費用,4.0,0.7250,費用
温泉,16.0,0.7563,温泉
休憩,7.0,0.7714,休憩所,休憩エリア
お茶,5.0,0.7000,お茶
