五重塔,124.0,0.7831,五重塔
お寺,94.0,0.7596,お寺
金閣寺,30.0,0.4967,金閣寺
龍安寺,34.0,0.5118,龍安寺
お堂,13.0,0.5692,お堂
お守り,13.0,0.7692,お守り
御朱印帳,16.0,0.7062,御朱印帳
名宝展,18.0,0.6667,名宝展
金堂,56.0,0.7393,金堂
仁王,26.0,0.6038,仁王
御殿,47.0,0.6128,御殿
桜,366.0,0.7541,御室桜,桜
御室御所,25.0,0.5680,御室御所
門,68.0,0.6162,門
日本庭園,21.0,0.8857,日本庭園
境内,87.0,0.6689,敷地,境内
庭,94.0,0.8394,庭
施設,14.0,0.1714,施設
紅葉,45.0,0.7556,紅葉
世界遺産,30.0,0.8800,世界遺産
建築,26.0,0.7115,建築
混雑,21.0,-0.0238,混雑
静かさ,14.0,0.8071,静かさ
広さ,13.0,0.7385,広さ
景観,32.0,0.8094,景観
雰囲気,16.0,0.8188,雰囲気
嵐電,24.0,0.5875,嵐電
バス,25.0,0.2120,バス
