祈願,57.0,0.7421,子宝祈願,安産祈願
絵馬,11.0,0.7000,絵馬
お守り,51.0,0.6627,お守り
縁結び,193.0,0.7368,縁結び,縁結び・恋愛スポット
恋愛成就,37.0,0.7027,恋愛成就
おみくじ,13.0,0.3769,おみくじ
参拝,26.0,0.1808,参拝
源氏物語,28.0,0.5357,源氏物語
鳥居,19.0,0.5053,鳥居
黒木鳥居,34.0,0.5500,黒木鳥居
神社,233.0,0.5236,神社
殿,11.0,0.4091,殿
天龍寺,13.0,0.4462,天龍寺
伊勢神宮,11.0,0.5818,伊勢神宮
混雑,43.0,-0.5093,人混み,混雑
人力車,17.0,0.4647,人力車
雰囲気,43.0,0.6419,雰囲気
境内,28.0,0.2036,境内
ご利益,16.0,0.6313,ご利益
外国人観光客,66.0,0.1030,観光客,外国人観光客
女性,26.0,0.4346,女性
カップル,25.0,0.5280,カップル
若い人,15.0,0.3200,若い人
嵐山,117.0,0.5803,嵐山
竹林,180.0,0.5617,竹林,竹林の道
苔,35.0,0.7657,苔庭,苔の絨毯
紅葉,18.0,0.6722,紅葉
