お茶屋さん,120.0,0.7625,お茶屋さん,喫茶室
日本茶,372.0,0.8124,お茶の淹れ方,お茶,茶道具,日本茶,ほうじ茶,煎茶
本店限定のテイクアウト商品,23.0,0.6609,本店限定のテイクアウト商品
お茶と和菓子,71.0,0.8113,抹茶,お茶と和菓子
老舗,11.0,0.8000,老舗
雰囲気,33.0,0.8091,雰囲気
店員,31.0,0.8484,店員
お店,24.0,0.8333,お店
店内,68.0,0.7103,店内
京都市役所,8.0,0.3250,京都市役所
玉露,24.0,0.8125,玉露
一保堂,31.0,0.8839,一保堂
味,32.0,0.8000,香り,味
お土産,28.0,0.8071,お土産
和菓子,67.0,0.7970,和菓子
外国人観光客,23.0,0.4043,外国人観光客
価格,20.0,0.4350,価格
混雑,8.0,-0.3625,混雑
時間,10.0,0.4700,時間
サービス,23.0,0.7652,サービス
ロケーション,10.0,0.7500,ロケーション
スタッフ,9.0,0.7222,スタッフ
