安倍晴明,153.0,0.6954,安倍晴明神社,安倍晴明
清明,45.0,0.5067,清明,清明神社
井戸,66.0,0.4546,晴明井戸,井戸
陰陽師,76.0,0.4829,陰陽師
神社,342.0,0.4737,神社
参拝,52.0,0.5077,参拝
鳥居,29.0,0.5310,鳥居
厄除け,65.0,0.6753,厄除けの桃,厄除け
御守り,108.0,0.5907,お守り,御守り
有名人の絵馬,23.0,0.5783,有名人の絵馬
五芒星,54.0,0.5944,五芒星
御神木,36.0,0.7083,御神木
桃,19.0,0.5158,桃
桔梗,25.0,0.7480,桔梗
一条戻り橋,33.0,0.5061,一条戻り橋
バス,41.0,0.3854,バス
堀川通り,18.0,0.2722,堀川通り
ご利益,25.0,0.5000,ご利益
力,29.0,0.7103,力
不思議,18.0,0.6889,不思議
雰囲気,56.0,0.5375,雰囲気
人物,21.0,0.0190,人物
御朱印,62.0,0.3968,御朱印
パワースポット,107.0,0.7355,パワースポット
境内,72.0,0.3486,境内
駐車,22.0,-0.0545,駐車
