着物,71.0,0.8268,着物
京都観光情報,5.0,0.9200,京都観光情報
伏見稲荷,9.0,0.9333,伏見稲荷
アクセス,4.0,0.8250,アクセス
おすすめ,3.0,0.9333,おすすめ
観光案内,5.0,0.8800,観光案内
地図,5.0,0.8600,地図
道案内,3.0,0.8667,道案内
お店,26.0,0.8692,お店
スタッフ,28.0,0.8607,スタッフ
接客,9.0,0.9333,接客
荷物サービス,4.0,0.9000,荷物サービス
着付け,26.0,0.9000,着付け
ヘアスタイル,34.0,0.9235,ヘアスタイル,ヘアセット
時間,5.0,0.1400,時間
帯,6.0,0.4000,帯
小物,5.0,0.8600,小物
サービス,7.0,1.0000,サービス
写真,27.0,0.9074,写真
体験,7.0,0.8857,体験
クーポン,3.0,0.9000,クーポン
予約,5.0,0.4800,予約
カップルプラン,10.0,0.8200,カップルプラン
価格,13.0,0.7462,価格
貸し出し,7.0,0.9714,貸し出し
対応,14.0,0.9571,対応
アドバイス,6.0,0.9167,アドバイス
