MAZDA ZOOM-ZOOM スタジアム広島,"[1.841, 0, 0, 0, 0, 0, 0, 3.1487, 2.3364000000000003, 1.0737999999999999, 2.6126, 0.4933, 0, 0, 0, -0.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5273, 0, 0, 1.3212000000000002, 0, 0, 0.82, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.8941, 0.9267, 0, 0.8381, 0, 0, 0, 0, 0, 0, 0, 0, 0.7524, 0, 0, 2.1089, 0.9, 1.6457000000000002, 0.35, 0, 0, 0, 0, 0, 0, 0.7667, 0, 0.7348, 0.7882, 0, 0, 0, 0, 0, 0, 0.7, 0.6854, 0, 0, 0.62, 0.6365, 0, 0.5083, 0.7132]"
原爆ドーム,"[0.5, 1.4722, -0.6021000000000001, 0.32, 0, -0.4057, 0, 0, 0, 0, 0, 1.2069, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.4, 0, 0, 0, 0, 0, 0, 0, 0.8209, 0, 0.249, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.717, 0, 0, 0, 0.1231, 0, 0, 0, 0, 0, 1.0671, 0.6571, 0.4364, 0.5333, 0.1875, 0, 0, 0.7765, 0, 0, 0, 0, 0, 0.3947, 0.0583, 0.7111, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.4786, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
嚴島神社,"[0.388, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.4, 0, 0, 0.6188, 0.5283, 0.6, 0, 0, 0, 0, 0, 0.3905, 0, 0, 0, 0, 0.3806, 0, 0, 0.5389, 0.5389, 0.5478, 0, 0.65, 0.698, 0.5409, 2.6139, 0.9549000000000001, 0.696, 0.3331, 0, 0, 1.608, 0, 0, 0.837, 0.845, 0.4941, 0.9643, 0, 0.7905, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.635, 0.9214, 0.6143, 0, 0.5366, 0, 0.7167, 0, 0, 0.9529, 0, 0, 0, 0, 1.6539, 0, 0.6207, 0.8275, 0.8615, 0, 0, 0.5437, 0, 0]"
広島の路面電車,"[3.0846999999999998, 0.6429, 0.4765, 0, 0, 0, 0, 0.78, 0, 0, 0, 0.4765, 0.2206, 0.7457, 1.0801, 0, 1.2574, 0.6818, 1.1418, -0.3414, 0.8123, 0.8231, 0, 0, 0, 1.0613000000000001, 0.6731, 0.1045, 3.8415999999999997, 0.2909, 0, 1.1857, 0, 0.5789, 0, 0, 0.6429, 0.304, 0, 0.3385, 0, 0, 0, 0.5667, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.7083, 0.6385, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.7842, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.2131, 0, 0.7483, 0.2542, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
広島平和記念資料館,"[1, 3.284, -0.5744, 0, -0.3545, -0.9856, -0.72, 0, 0, 0, 0, 0.622, 0, 0, 0, 0.4972, 0, 0, 0, -0.5824, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.2667, 0, 1.4139, 0, 0.4692, 0, 0, 0.0792, 0, 0, 0, 0, 0, 0, 0.6839, 0.8727, 0.39, 0, 0, 0, 0.3333, 0, 0, 0, -0.03, 0, 1.6343, 0.2582, 0.1308, 0.7273, 0, 0, 0.46, 0, 0, 0, 0, 0.288, -0.2464, 0, 0, 0.5273, 0, 0, 0, 0, 0, 0, 0.05, 0.6611, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
