セール,53.0,0.7925,セール,バーゲン
割引,14.0,0.7000,割引
価格,33.0,0.7182,価格
リーズナブル,11.0,0.8455,リーズナブル
アウトレットモール,182.0,0.6967,アウトレット,アウトレットモール
店舗数,11.0,0.3909,店舗数
お店,137.0,0.6226,お店
買い物,167.0,0.7162,買い物,お買い物,ショッピング,ショッピングモール,雑貨とコスメ
洋服,17.0,0.6235,洋服
ブランド,27.0,0.6333,ブランド
家族,43.0,0.8279,家族
子供,38.0,0.5632,子供服,子供
駐車場,97.0,0.3546,駐車場
バス,17.0,0.1588,バス
広さ,16.0,0.5250,広さ
立地,14.0,0.6643,立地
観覧車,107.0,0.6383,観覧車
景観,28.0,0.8857,景観
建物,13.0,0.5308,建物
混雑,31.0,-0.3032,混雑
週末,26.0,0.3346,週末,平日
商品,12.0,0.4250,商品
イベント,11.0,0.6909,イベント
天神,12.0,0.2583,天神
飲食店,26.0,0.2885,飲食店
食事,23.0,0.5783,食事
レストラン,24.0,0.5875,レストラン
海,29.0,0.7483,海
