天神,178.0,0.7236,天神
地下,216.0,0.6292,地下,地下街,地下鉄
価格,12.0,0.4917,価格
ショッピング,159.0,0.7591,雑貨店,ウィンドウショッピング,ショッピング,買い物
家族向け,12.0,0.0333,家族向け
カフェ,41.0,0.7073,カフェ
トイレ,20.0,0.5950,トイレ
天井,11.0,0.6273,天井
照明,16.0,0.2750,照明
広さ,20.0,0.3050,広さ
雰囲気,35.0,0.6886,雰囲気
アクセス,16.0,0.8125,アクセス
パルコ,13.0,0.6308,パルコ
雨の日,33.0,0.6091,雨の日
天候,16.0,0.5563,天候
石畳とレンガ,21.0,0.4238,石畳とレンガ
移動,20.0,0.6000,移動
通路,13.0,0.6000,通路
通り,13.0,0.2385,通り
混雑,35.0,-0.1771,混雑
便利,59.0,0.8966,便利
食事,12.0,0.6583,食事
飲食,25.0,0.6160,飲食
ファッション,16.0,0.7812,ファッション
お店,254.0,0.6307,服屋,お店
百貨店,57.0,0.6614,百貨店,デパート
