子供,22.0,0.8227,子供
マルイ,12.0,0.7167,マルイ
アクセス,18.0,0.8167,アクセス
イベント,18.0,0.7111,イベント
KITTE,14.0,0.7143,KITTE
くうてん,14.0,0.6929,くうてん
映画館,17.0,0.6824,映画館
便利,40.0,0.9100,便利
交通,44.0,0.7114,交通,交通機関
商業施設,15.0,0.7267,商業施設
アミュプラザ,29.0,0.6931,アミュプラザ
イルミネーション,31.0,0.9290,イルミネーション
天神,15.0,0.2467,天神
食事,25.0,0.7120,食事
飲食店,36.0,0.6361,飲食店
レストラン,14.0,0.7071,レストラン
ラーメン,27.0,0.7407,ラーメン
明太子,12.0,0.6917,明太子
お土産店,115.0,0.7304,お土産店,お土産屋さん,お土産
阪急,38.0,0.6974,阪急
ファッション,13.0,0.6923,ファッション
買い物,95.0,0.7327,買い物,ショッピング施設
お店,81.0,0.6975,お店
駅,131.0,0.6893,駅,駅ビル
バス,30.0,0.5600,バス停留所,バス
地下鉄,32.0,0.5875,地下鉄
空港,12.0,0.6167,空港
在来線,13.0,0.7000,在来線
新幹線,76.0,0.6763,新幹線
