高級感,18.0,0.7222,高級感
価格,18.0,-0.0667,価格
商品,37.0,0.3973,商品
混雑,28.0,-0.5071,混雑
便利さ,15.0,0.7400,便利さ
外国人観光客,11.0,0.0182,外国人観光客
接客,30.0,0.8067,接客
スタッフ,11.0,0.8455,スタッフ
展示,11.0,0.8455,展示
駐車場,11.0,-0.2727,駐車場
駅,19.0,0.4263,駅
百貨店,35.0,0.7171,百貨店
デパート,116.0,0.7258,デパート,デパ地下
伊勢丹,137.0,0.7496,伊勢丹,新宿伊勢丹
ファッション,24.0,0.7375,ファッション
フロア,13.0,0.6538,フロア
洋服,15.0,0.5200,洋服
メンズ,21.0,0.6476,メンズ
買い物,57.0,0.6509,買い物,お買い物,ショッピング
お店,48.0,0.6605,店内,お店
店員の対応,20.0,0.8500,店員の対応
有名店,19.0,0.7526,有名店
ブランド,45.0,0.6867,高級ブランド,ブランド
化粧品コーナー,35.0,0.7314,化粧品コーナー,コスメ
地下の食品売り場,62.0,0.7290,地下の食品売り場,食品売り場
スイーツ,83.0,0.7289,スイーツ
贈り物,22.0,0.7727,贈り物
限定商品,11.0,0.7364,限定商品
品揃え,48.0,0.7771,品揃え
種類,13.0,0.7308,種類
お惣菜,17.0,0.7059,お惣菜
レストラン,14.0,0.5786,レストラン
食事,29.0,0.6724,食事
