函館山,41.75739669,140.71297049
青い池,43.50134659,142.65855408
六花亭本店,42.9222771,143.2024769
旭山動物園,43.7612915,142.48628235
大通公園,43.060337,141.355861
摩周湖,43.50242233,144.45170593
博物館網走監獄,43.9963637,144.2286387
五稜郭タワー,41.7949049,140.7541156
北海道神宮,43.0551416,141.3096773
登別地獄谷,42.50402451,141.14430237
小樽運河,43.19717789,141.00790405
円山動物園,43.052742,141.30905151
藻岩山(北海道札幌市),43.037794,141.32387295
金森赤レンガ倉庫,41.7664736,140.7164001
洞爺湖,42.55679703,140.86528015
白い恋人パーク,43.0886782,141.2715978
ニッカウヰスキー余市蒸溜所,43.1874801,140.7916443
北海道庁旧本庁舎,43.06430817,141.34683228
札幌市時計台,43.06096649,141.34159851
札幌ステラプレイス,43.06560516,141.33750916
札幌ドーム,43.0072806,141.4113186
ファーム富田,43.419042,142.426674
