aisorashi-アイソラシ,aisorashi-アイソラシ公式ホームページ,https://aisorashi.jp/
兼六園(石川県金沢市),【公式】石川県の観光/旅行サイト「ほっと石川旅ねっと」,https://www.hot-ishikawa.jp/spot/detail_5286.html
近江町市場,【公式】石川県の観光/旅行サイト「ほっと石川旅ねっと」,https://www.hot-ishikawa.jp/spot/detail_4755.html
金沢21世紀美術館,【公式】石川県の観光/旅行サイト「ほっと石川旅ねっと」,https://www.hot-ishikawa.jp/spot/detail_4585.html
ひがし茶屋街,【公式】石川県の観光/旅行サイト「ほっと石川旅ねっと」,https://www.hot-ishikawa.jp/spot/detail_6320.html
千里浜なぎさドライブウェイ,【公式】石川県の観光/旅行サイト「ほっと石川旅ねっと」,https://www.hot-ishikawa.jp/spot/detail_5818.html
