富士急ハイランド,富士の国やまなし観光ネット 山梨県公式観光情報,https://www.yamanashi-kankou.jp/kankou/spot/p2_3008.html
忍野八海,富士の国やまなし観光ネット 山梨県公式観光情報,https://www.yamanashi-kankou.jp/kankou/spot/p1_4910.html
富士山(山梨県鳴沢村),トップページ | 鳴沢村 公式観光サイト なるさわ散策ガイド,https://www.narusawa-kanko.jp/fujisan.html
