金刀比羅宮,うどん県旅ネット: 香川県観光協会公式サイト,https://www.my-kagawa.jp/photo/10000119
栗林公園,うどん県旅ネット: 香川県観光協会公式サイト,https://www.my-kagawa.jp/photo/10000565
レオマリゾート,レオマリゾート公式ホームページ,https://www.newreomaworld.com/
