黒川,22.0,0.7227,黒川
手形,15.0,0.6400,手形
温泉手形,90.0,0.7033,温泉手形
湯,66.0,0.6348,湯,湯巡り,立ち寄り湯
温泉,181.0,0.8039,温泉施設,温泉宿,温泉
泉質,61.0,0.8148,泉質
温泉,134.0,0.7239,温泉街,温泉地
風呂,104.0,0.7539,風呂,露天風呂,浴衣
日帰り,13.0,0.6923,日帰り
旅館,91.0,0.6791,旅館
お店,68.0,0.5838,お土産屋,スイーツ店,お店
食事,24.0,0.7917,食事
料理,22.0,0.9455,料理
デザート,16.0,0.8562,デザート
宿,53.0,0.6925,宿
接客,16.0,0.6250,接客
外国人,13.0,0.1462,外国人
町,57.0,0.7017,街並み,町
散策,39.0,0.6872,散策
駐車場,29.0,-0.1000,駐車場
川,25.0,0.6840,川
自然,17.0,0.8471,自然
風景,119.0,0.6328,景色,雰囲気,風景
紅葉,15.0,0.7000,紅葉
サービス,15.0,0.9400,サービス
