Aspect,fastTextVector
ヘアセット,"[-0.18879999220371246,0.03170000109821558,0.44669999182224274,-0.021400000900030136,0.5348000079393387,-0.2938000112771988,-0.06809999863617122,-0.10649999976158142,-0.28779999911785126,0.36569999158382416,0.2092999964952469,0.2962000072002411,-0.14380000345408916,0.06810000166296959,-0.4333999869413674,-0.5363999903202057,0.16420000046491623,0.5300000049173832,-0.1616000011563301,0.3093999959528446,0.30349999805912375,0.1403999999165535,-0.14710000553168356,0.21610000682994723,-0.07780000008642673,0.12409999966621399,0.28739999514073133,-0.0352999996393919,-0.13340000063180923,-0.04890000005252659,0.24220000207424164,-0.020800001919269562,0.015300000202842057,-0.0861000120639801,-0.08979999832808971,0.2475000023841858,0.29900000244379044,-0.30789999663829803,0.5418000146746635,0.37539999186992645,0.22860001027584076,0.5676000118255615,0.20759999565780163,0.12290000170469284,-0.045100001618266106,-0.7957000136375427,0.396999997086823,0.01300000213086605,-0.3366999924182892,0.43619999662041664,0.23920000344514847,0.07269999384880066,0.18620000407099724,-0.10499999905005097,0.028400002047419548,0.25280000478960574,0.02630000188946724,0.08130000159144402,0.20629999414086342,0.003000000026077032,-0.15300000086426735,-0.07089999970048666,0.08469999907538295,0.05009999871253967,0.1309000039473176,0.17710000276565552,-0.10169999627396464,-0.13929999712854624,-0.4262000024318695,-0.2305999994277954,0.382999986410141,0.23910000920295715,-0.2352999970316887,-0.19340000674128532,0.0499000009149313,-0.2947000041604042,0.15259999781847,-0.19569999864324927,-0.217199994251132,0.1218000054359436,-0.44279998913407326,0.21320000290870667,-0.2900000065565109,-0.11289999959990382,-0.06109999818727374,-0.15549999475479126,-0.11889999359846115,0.09729999303817749,0.06529999896883965,0.545199990272522,-0.05729999952018261,0.15069999545812607,0.32659998536109924,0.06290000211447477,0.229799997061491,0.15399999637156725,-0.2379000037908554,0.08669999800622463,0.07949999789707363,-0.0009999996982514858,-0.016499999910593033,0.39549998939037323,0.11129999905824661,-0.0341000035405159,0.1428000028245151,0.47979998774826527,-0.2273999946191907,-0.02419999986886978,0.026100002229213715,0.12019999697804451,-0.14169999957084656,0.606799989938736,0.09400000050663948,0.021799998357892036,-0.1804999988526106,0.014899998903274536,-0.10600000061094761,-0.21170000731945038,-0.050700001418590546,-0.10040000081062317,0.22650000546127558,0.15689999889582396,0.296099990606308,-0.20799998939037323,-0.06920000072568655,-0.07410000311210752,-0.03739999979734421,0.3383000120520592,-0.1525999903678894,-0.2701999954879284,0.046300001442432404,0.20549999549984932,0.13870000839233398,0.0887000011280179,0.03739999979734421,0.009000003337860107,0.06109999865293503,-0.3408000022172928,-0.23680000007152557,-0.11659999936819077,0.17390000075101852,0.6952999718487263,-0.11759999394416809,0.17079999297857285,0.30730000883340836,-0.06880000978708267,-0.20849999971687794,-0.10909999720752239,0.1224999949336052,0.14359999913722277,0.16999999806284904,0.008100003004074097,0.1444000005722046,0.38509999588131905,0.5005000084638596,0.010700002312660217,0.45729999244213104,0.44680000841617584,-0.2107000034302473,0.15949999913573265,-0.29179999232292175,0.14489999413490295,-0.05660000070929527,-0.4821000024676323,0.3693999871611595,-0.1404999978840351,0.27609998639672995,0.030899999430403113,-0.07139999978244305,0.12269999831914902,-0.11089999973773956,-0.3085000002756715,-0.2206999957561493,-0.09599999710917473,-0.0404000012204051,-0.11560000106692314,-0.11510000005364418,-0.36420001089572906,-0.13869999535381794,0.03459999896585941,0.1665000021457672,0.1039000041782856,0.4918999895453453,-0.17810000613098964,-0.024900004267692566,-0.0640999898314476,0.23760000616312027,-0.07990001142024994,-0.07639999873936176,0.2507999986410141,0.1314999982714653,0.19379999488592148,0.42559999227523804,-0.23040000349283218,0.27300000935792923,0.11039999849162996,0.00029999949038028717,-0.37119999527931213,-0.04680000990629196,-0.03220000094734132,0.029100000858306885,0.23190000280737877,-0.7185999751091003,0.1745999939739704,-0.16499999910593033,-0.0014000004157423973,0.04049999639391899,0.32090000808238983,0.705700010061264,-0.0016999989748001099,-0.3034000024199486,0.05460000038146973,0.1454000025987625,-0.06390000134706497,0.19140000268816948,0.3700999915599823,-0.07069999724626541,-1.269400030374527,0.3914000131189823,-0.03619999997317791,-0.19700000435113907,0.08599999733269215,0.08939999900758266,0.19980000331997871,-0.639400027692318,-0.21920000668615103,-0.31439998745918274,-0.07759999856352806,0.07699999678879976,-0.11070000194013119,0.01979999803006649,-0.1574000045657158,-0.6498000025749207,-0.47049999237060547,0.16200000792741776,-0.19670000672340393,-0.5214999988675117,0.4246999993920326,0.17600000277161598,0.44529999047517776,-0.06220000982284546,0.13059999281540513,0.08760000765323639,-0.45010000467300415,-0.03700000047683716,-0.17179999826475978,-0.2963000014424324,-0.1391000021249056,-0.0737999975681305,-0.026200000196695328,-0.3801000099629164,-0.6117000132799149,0.5471000000834465,0.006000000983476639,-0.19169999286532402,-0.06100000441074371,-0.029700003564357758,-0.003499997779726982,0.24319999665021896,0.19709999859333038,-0.1986000007018447,-0.17160000279545784,-0.2053999938070774,0.431099995970726,-0.2491999976336956,-0.008600004017353058,0.6092000156641006,0.023199998773634434,0.03480000118725002,0.2923000007867813,-0.11380000086501241,0.16979999840259552,0.10379999876022339,0.02800000086426735,0.2248000018298626,0.29590000584721565,-0.12870000302791595,0.19249999918974936,-0.26489999890327454,0.1615999937057495,0.10119999945163727,-0.18100000452250242,0.37619998306035995,-0.11519999988377094,-0.1306000016629696,0.06990000372752547,-0.24500000476837158,-0.22530000284314156,0.13809999823570251,-0.07780000194907188,0.20670000463724136,0.09860000014305115,-0.0959000033326447,-0.0950000025331974,0.27389999479055405,-0.2848000079393387,0.3172999918460846,-0.05739999935030937,0.2712000012397766,0.08640000224113464]"
着物,"[0.2134000062942505,0.24150000512599945,0.007000000216066837,0.07150000333786011,-0.11320000141859055,0.0544000007212162,0.25999999046325684,-0.164000004529953,0.14229999482631683,0.2134000062942505,0.11840000003576279,-0.3402000069618225,0.26969999074935913,-0.21490000188350677,-0.41100001335144043,0.04699999839067459,-0.2554999887943268,0.1388999968767166,-0.24169999361038208,0.09669999778270721,0.009999999776482582,0.06430000066757202,-0.2971000075340271,0.2799000144004822,-0.15240000188350677,-0.11089999973773956,0.07660000026226044,0.07349999994039536,-0.04910000041127205,0.04050000011920929,0.026499999687075615,-0.22759999334812164,-0.25220000743865967,-0.018799999728798866,-0.3174999952316284,-0.0674000009894371,-0.13830000162124634,0.01720000058412552,0.03530000150203705,0.03350000083446503,0.09769999980926514,-0.25529998540878296,0.2257000058889389,0.17409999668598175,0.014700000174343586,-0.39419999718666077,-0.18950000405311584,0.19939999282360077,0.1606999933719635,0.06300000101327896,0.19380000233650208,0.33180001378059387,-0.32910001277923584,0.05900000035762787,0.12960000336170197,0.2045000046491623,0.35580000281333923,-0.3727000057697296,0.20110000669956207,0.014399999752640724,-0.12210000306367874,0.16680000722408295,-0.20630000531673431,0.37619999051094055,0.05959999933838844,-0.14869999885559082,-0.11860000342130661,0.0812000036239624,-0.29789999127388,0.1476999968290329,-0.263700008392334,0.21739999949932098,-0.2662000060081482,0.20819999277591705,0.1518000066280365,-0.251800000667572,0.07320000231266022,-0.16519999504089355,0.05770000070333481,-0.06360000371932983,0.040300000458955765,0.09870000183582306,-0.3776000142097473,-0.21770000457763672,0.2842999994754791,-0.10080000013113022,-0.23330000042915344,-0.05350000038743019,0.014100000262260437,0.029400000348687172,0.33970001339912415,0.11219999939203262,-0.11620000004768372,-0.027699999511241913,0.4153999984264374,0.19949999451637268,-0.1517000049352646,-0.07940000295639038,-0.3303999900817871,0.02250000089406967,0.03610000014305115,0.3222000002861023,-0.23019999265670776,-0.060100000351667404,0.025100000202655792,0.5092999935150146,-0.059700001031160355,0.08889999985694885,0.19679999351501465,0.07000000029802322,-0.17030000686645508,-0.031599998474121094,0.08169999718666077,-0.21629999577999115,0.1234000027179718,0.0007999999797903001,0.0885000005364418,0.11490000039339066,-0.2492000013589859,-0.1534000039100647,-0.05510000139474869,-0.22339999675750732,0.03669999912381172,-0.06840000301599503,0.16740000247955322,-0.03229999914765358,0.3019999861717224,0.08020000159740448,-0.21130000054836273,-0.1256999969482422,-0.15610000491142273,0.058400001376867294,0.025100000202655792,-0.09459999948740005,0.17659999430179596,0.3109999895095825,-0.039000000804662704,-0.02850000001490116,-0.2547999918460846,0.1808999925851822,0.17579999566078186,0.0215000007301569,0.17479999363422394,0.1356000006198883,0.1193000003695488,-0.1850000023841858,0.09070000052452087,-0.10360000282526016,0.027799999341368675,-0.030700000002980232,-0.03759999945759773,-0.2117999941110611,0.23579999804496765,0.32589998841285706,0.4377000033855438,-0.31869998574256897,0.15649999678134918,0.05999999865889549,-0.19789999723434448,-0.24060000479221344,-0.2694999873638153,-0.09309999644756317,0.20170000195503235,0.1031000018119812,0.012400000356137753,-0.2029000073671341,0.16429999470710754,-0.03060000017285347,0.026900000870227814,0.005900000222027302,0.21379999816417694,-0.03790000081062317,0.1370999962091446,0.03060000017285347,0.02319999970495701,-0.11259999871253967,0.195700004696846,0.08500000089406967,-0.11309999972581863,0.12950000166893005,0.03480000048875809,-0.37560001015663147,0.0860000029206276,-0.023800000548362732,0.08229999989271164,-0.00559999980032444,0.21870000660419464,-0.011800000444054604,0.053300000727176666,-0.18850000202655792,-0.11509999632835388,-0.1031000018119812,0.3472999930381775,0.09910000115633011,-0.03370000049471855,0.24150000512599945,0.03220000118017197,-0.05139999836683273,0.2802000045776367,0.21330000460147858,-0.19920000433921814,0.13040000200271606,-0.023099999874830246,-0.08269999921321869,-0.28790000081062317,-0.1331000030040741,-0.03009999915957451,0.017799999564886093,0.17000000178813934,-0.18000000715255737,-0.1143999993801117,0.1428000032901764,-0.18970000743865967,-0.11289999634027481,0.01140000019222498,-0.1527000069618225,0.13189999759197235,-1.0456000566482544,0.3515999913215637,0.3160000145435333,-0.2831000089645386,0.07900000363588333,0.14480000734329224,-0.1266999989748001,0.2685000002384186,0.30390000343322754,0.00930000003427267,-0.006399999838322401,0.18690000474452972,-0.16910000145435333,0.14820000529289246,-0.06599999964237213,-0.5138999819755554,-0.08760000020265579,0.09849999845027924,-0.0010999999940395355,-0.3528999984264374,-0.031099999323487282,0.40070000290870667,0.030799999833106995,0.22509999573230743,-0.10679999738931656,0.1265999972820282,-0.09619999676942825,0.04749999940395355,-0.12790000438690186,-0.2264000028371811,0.23090000450611115,0.13539999723434448,-0.11500000208616257,0.05480000004172325,-0.3874000012874603,0.12060000002384186,0.15700000524520874,-0.5961999893188477,0.045899998396635056,0.06279999762773514,-0.2379000037908554,0.5389000177383423,0.1421000063419342,-0.2711000144481659,-0.4580000042915344,-0.1031000018119812,0.3889999985694885,-0.1273999959230423,-0.06360000371932983,0.2937000095844269,-0.23330000042915344,0.05220000073313713,-0.05920000001788139,-0.06599999964237213,0.18649999797344208,-0.1298000067472458,0.2827000021934509,0.1875,0.1534000039100647,0.003100000089034438,0.16339999437332153,0.039799999445676804,-0.056299999356269836,-0.23190000653266907,0.16169999539852142,-0.03819999843835831,-0.2134000062942505,-0.6830999851226807,-0.04089999943971634,-0.25369998812675476,-0.20600000023841858,0.34860000014305115,-0.09130000323057175,0.1981000006198883,0.17090000212192535,0.019200000911951065,0.026399999856948853,-0.1589999943971634,-0.15160000324249268,0.2079000025987625,0.0892999991774559,0.047600001096725464,-0.04050000011920929]"
祐徳稲荷神社,"[-0.05620000138878822,-0.5256999935954809,1.1793000102043152,0.6640999913215637,0.24940000660717487,0.27960000932216644,0.12979998905211687,-0.648499995470047,-0.18039999925531447,1.2547999918460846,-0.3066000007092953,-0.1721000000834465,-0.36169999465346336,-0.43039999064058065,-1.208099976181984,0.1910000080242753,0.23869999684393406,-0.22429998964071274,-0.9323000013828278,0.40570000745356083,-0.40370000153779984,0.5767000019550323,-1.764700010418892,-0.20740000158548355,0.07460001576691866,-0.25880000926554203,0.20799998939037323,0.2928999960422516,-0.06560000032186508,0.22010001353919506,0.5945000015199184,0.6022000014781952,0.11439999751746655,-0.6410999889485538,-0.6040999996475875,0.08240000531077385,0.328799981623888,0.25609999522566795,0.014399997889995575,-0.03509999066591263,0.06239999923855066,-0.18660000013187528,-0.4305000037420541,-0.4980999827384949,-1.0511000156402588,3.139499992132187,0.5242999978363514,0.3417999930679798,-0.002299996791407466,0.7488999553024769,-0.1541999727487564,-0.5462999939918518,-0.4145000181742944,-0.09919999353587627,0.08059999719262123,0.6298999935388565,-0.16479999851435423,-0.5002000108361244,-0.012199997901916504,-0.13499999791383743,-0.020300008356571198,-0.20779999345541,0.14919999614357948,-0.16010000184178352,0.1846000012010336,0.16869999468326569,0.04700000770390034,-0.39150000317022204,0.040400005877017975,0.7980999648571014,0.15879999846220016,-0.7265999913215637,0.0629000011831522,-0.49960000067949295,0.045200005173683167,0.05389999970793724,-0.8005000203847885,0.11369999684393406,0.9498000144958496,-0.85350002348423,0.09800000116229057,-0.5751000046730042,-0.8451000079512596,-0.23440000228583813,-0.17890000250190496,-0.3944999985396862,0.1403999999165535,1.3854999989271164,0.4035999998450279,-0.17620001174509525,-0.05010000243782997,0.5622999910265207,0.3878999948501587,0.35910001769661903,0.5991000086069107,0.5316000059247017,-1.2067000269889832,0.02960000094026327,-0.7525999844074249,-0.0990000069141388,0.3012000024318695,0.00790000706911087,-0.37469999864697456,-0.968500018119812,0.4329000059515238,0.993799977004528,-0.35869999788701534,0.0664999932050705,-1.071299985051155,-0.5458999852417037,-0.988999992609024,-0.1468999981880188,0.1337000010535121,0.26330000162124634,0.40060000494122505,0.7386999875307083,-1.328699991106987,0.8029000051319599,0.5248999963514507,0.17179998755455017,0.17159999255090952,-0.5461000073701143,-0.8923000022768974,0.5177000203402713,-0.6672000139951706,0.494100010022521,-0.1034999918192625,0.16700000874698162,-0.6897000018507242,-0.05840001627802849,-0.35350000113248825,0.4175999891012907,0.7201999872922897,-0.41299999691545963,0.38819999620318413,-0.5393999814987183,-0.039900004863739014,0.5781000051647425,-0.19379999116063118,-0.09439999889582396,-0.12969999969936907,-0.44020000100135803,0.5516000129282475,-0.5184999853372574,1.6828999817371368,-0.4072999991476536,0.3942999914288521,0.5031000012531877,-0.014299996197223663,0.03459999291226268,-0.4887999966740608,0.10280000045895576,-0.037799992598593235,-0.42219999246299267,-0.14990000054240227,-0.9337000101804733,-1.051599994301796,-0.2915999963879585,-0.12559999525547028,0.07070000469684601,-0.6408999897539616,-0.5826000049710274,1.0833999961614609,0.11559999734163284,-0.22699999064207077,0.3179000122472644,0.6920999959111214,-0.024299994111061096,-0.5620000064373016,-0.3281000107526779,0.49479999020695686,-0.06230000592768192,-0.011400006711483002,0.010000001639127731,0.590300003066659,0.6379999779164791,-0.21849999576807022,0.0868000015616417,-0.4025000110268593,-0.2485000155866146,0.20600000023841858,-1.2413000129163265,0.8997000008821487,0.09589999541640282,-0.299699991941452,0.017000004649162292,0.42159999907016754,-0.8426000028848648,0.490599999204278,0.03940000757575035,-0.24729999527335167,-0.2629000172019005,-0.35580001398921013,0.11779999919235706,0.5299000109080225,-0.09950000792741776,0.8411000035703182,-0.5908999918028712,0.025499992072582245,-0.2093999832868576,0.06719999015331268,0.692799985408783,0.32110000029206276,-0.565999997779727,0.39959999173879623,0.23140000365674496,-0.12559999781660736,-0.6743000000715256,-0.09880001097917557,0.30900000780820847,-0.09669999033212662,0.3275000136345625,-0.8150999993085861,0.49509999994188547,0.07140001840889454,-0.6988000199198723,-0.07409999705851078,-3.7439000010490417,0.4058000147342682,0.10520000755786896,0.551099993288517,-0.2108999900519848,0.8063999861478806,1.4360999763011932,-0.35979999601840973,-0.835499994456768,0.21289999596774578,-0.24949999526143074,0.7348000034689903,-0.06550000049173832,0.24250000715255737,-0.6337999999523163,-0.5445000007748604,-0.10019999742507935,-0.48430000245571136,0.34679999202489853,-1.9396000504493713,0.6067000105977058,0.08569999691098928,-0.06590001098811626,0.42179999873042107,0.2003999948501587,0.10839998722076416,-1.5494000017642975,0.45970000326633453,0.23240000009536743,-0.8894999772310257,-0.7288000211119652,-1.0482999831438065,-1.5503999888896942,-0.7743999883532524,-2.0177000164985657,-0.02759999781847,0.32680001109838486,0.3488999977707863,1.3805000483989716,-1.2336000055074692,-0.6191000118851662,-0.10500000091269612,0.28239999897778034,0.9494999945163727,-0.6484999805688858,0.5625999979674816,-0.35660001332871616,-0.094200000166893,0.23090001195669174,-1.1951999813318253,-0.2918999996036291,0.30320000275969505,-0.7792000025510788,1.0028000101447105,-0.13690000772476196,0.7798000052571297,-0.22470000572502613,0.4120999909937382,0.2133999988436699,0.21889998763799667,0.24719999730587006,0.1464999858289957,0.33399999886751175,0.03780001401901245,0.4124999847263098,-0.18919999850913882,-0.8809000104665756,0.8092000000178814,-0.4058999940752983,0.27660000417381525,0.6281000152230263,-0.2799000069499016,0.36169999092817307,0.05989999324083328,0.9693999923765659,-0.4178999960422516,-1.0706999897956848,0.12489999830722809,-0.5467999912798405,0.047399984672665596,0.45250000432133675,-0.1315000094473362,-0.15689995884895325]"
着付け,"[0.14910000562667847,0.09570000320672989,0.13079999387264252,0.03620000183582306,0.14239999651908875,0.019899999722838402,0.025599999353289604,0.0778999999165535,-0.18400000035762787,0.10050000250339508,0.0625,-0.06360000371932983,0.05350000038743019,-0.0877000018954277,-0.054499998688697815,0.0210999995470047,0.07649999856948853,-0.0738999992609024,-0.11050000041723251,0.13600000739097595,-0.02630000002682209,-0.06080000102519989,-0.13580000400543213,0.05640000104904175,-0.06289999932050705,-0.06870000064373016,-0.04490000009536743,0.1080000028014183,0.021199999377131462,-0.012199999764561653,0.03590000048279762,0.0015999999595806003,-0.09489999711513519,-0.09009999781847,-0.1753000020980835,0.01209999993443489,0.08009999990463257,0.08720000088214874,-0.02419999986886978,0.1298000067472458,0.041600000113248825,0.053300000727176666,-0.07450000196695328,0.1509000062942505,-0.1315000057220459,-0.08299999684095383,-0.049300000071525574,-0.04479999840259552,-0.07769999653100967,0.07500000298023224,0.13519999384880066,0.06920000165700912,0.04360000044107437,-0.022199999541044235,0.051100000739097595,0.052400000393390656,0.164900004863739,-0.1808999925851822,0.11339999735355377,0.0035000001080334187,0.01640000008046627,0.04580000042915344,-0.06719999760389328,0.14589999616146088,0.053599998354911804,0.03759999945759773,-0.06849999725818634,-0.06669999659061432,-0.19329999387264252,0.027400000020861626,-0.09149999916553497,0.12060000002384186,-0.08649999648332596,0.01140000019222498,-0.041099999099969864,-0.04859999939799309,0.011300000362098217,-0.11460000276565552,-0.09629999846220016,-0.02449999935925007,-0.1800999939441681,0.04019999876618385,-0.10450000315904617,-0.3325999975204468,0.10970000177621841,-0.15760000050067902,-0.045899998396635056,0.03680000081658363,0.000699999975040555,0.09239999949932098,0.1860000044107437,0.07810000330209732,-0.007400000002235174,-0.06960000097751617,0.20900000631809235,0.05660000070929527,-0.10620000213384628,0.05950000137090683,-0.17800000309944153,-0.0877000018954277,0.1216999962925911,0.17229999601840973,-0.09839999675750732,0.03700000047683716,-0.012600000016391277,0.13449999690055847,0.08429999649524689,0.016499999910593033,-0.02500000037252903,0.1256999969482422,-0.06480000168085098,-0.20640000700950623,0.15860000252723694,-0.1981000006198883,0.05490000173449516,-0.030899999663233757,0.05700000002980232,0.09790000319480896,-0.21369999647140503,-0.02669999934732914,-0.06449999660253525,-0.0917000025510788,-0.0340999998152256,-0.02019999921321869,0.018400000408291817,0.06800000369548798,0.10119999945163727,0.10019999742507935,-0.004800000227987766,-0.2363000065088272,-0.037700001150369644,-0.025800000876188278,-0.028999999165534973,0.018300000578165054,0.10180000215768814,0.27140000462532043,-0.10980000346899033,-0.10320000350475311,-0.10090000182390213,-0.041200000792741776,0.11569999903440475,0.32120001316070557,0.08649999648332596,-0.030500000342726707,-0.03220000118017197,0.06669999659061432,-0.06239999830722809,0.009600000455975533,-0.1973000019788742,0.07609999924898148,0.08829999715089798,-0.06030000001192093,-0.018400000408291817,0.1363999992609024,0.2328999936580658,-0.17100000381469727,0.11159999668598175,0.272599995136261,-0.06279999762773514,-0.13230000436306,-0.08429999649524689,-0.01600000075995922,0.039900001138448715,-0.06669999659061432,-0.0421999990940094,-0.10000000149011612,-0.060100000351667404,0.13279999792575836,0.007000000216066837,0.13619999587535858,0.014499999582767487,-0.10490000247955322,0.06319999694824219,0.034299999475479126,-0.06679999828338623,0.06069999933242798,-0.018400000408291817,0.008200000040233135,-0.125,0.07029999792575836,-0.08320000022649765,-0.02419999986886978,0.0284000001847744,-0.020099999383091927,0.1274999976158142,0.013700000010430813,0.08799999952316284,0.045499999076128006,0.06949999928474426,-0.10119999945163727,0.0869000032544136,0.19750000536441803,0.1768999993801117,-0.19269999861717224,0.059700001031160355,0.07729999721050262,0.10610000044107437,-0.17589999735355377,0.06419999897480011,0.012600000016391277,-0.1581999957561493,0.0632999986410141,-0.005100000184029341,0.10119999945163727,-0.2711000144481659,-0.08389999717473984,0.04580000042915344,0.23100000619888306,0.06270000338554382,-0.04270000010728836,-0.14970000088214874,0.0494999997317791,0.04769999906420708,-0.06030000001192093,-0.008299999870359898,0.10610000044107437,0.01979999989271164,-0.5666000247001648,0.22310000658035278,0.18000000715255737,-0.13420000672340393,0.04230000078678131,0.010700000450015068,-0.00019999999494757503,0.15839999914169312,0.20810000598430634,-0.14020000398159027,0.009999999776482582,0.22759999334812164,-0.16339999437332153,0.10220000147819519,0.03689999878406525,-0.18770000338554382,-0.12520000338554382,0.13989999890327454,-0.17260000109672546,-0.25279998779296875,0.14820000529289246,0.15950000286102295,0.07590000331401825,0.09300000220537186,0.04769999906420708,0.11969999969005585,-0.19220000505447388,-0.08169999718666077,-0.11580000072717667,-0.08219999819993973,-0.08550000190734863,-0.0012000000569969416,0.15489999949932098,-0.14489999413490295,-0.23499999940395355,0.05620000138878822,-0.004600000102072954,-0.30709999799728394,-0.061799999326467514,-0.023399999365210533,-0.09470000118017197,0.17419999837875366,0.15620000660419464,-0.2273000031709671,-0.16940000653266907,-0.059700001031160355,0.2142000049352646,-0.07649999856948853,0.1597999930381775,0.13979999721050262,-0.24719999730587006,0.07100000232458115,-0.01759999990463257,0.12020000070333481,-0.06939999759197235,0.026799999177455902,0.08950000256299973,0.163100004196167,-0.0723000019788742,-0.012799999676644802,0.11089999973773956,-0.07689999788999557,0.14589999616146088,0.027400000020861626,0.008500000461935997,0.1315000057220459,-0.011900000274181366,-0.4047999978065491,0.16930000483989716,-0.07360000163316727,-0.017799999564886093,0.17149999737739563,-0.09319999814033508,0.042899999767541885,0.10080000013113022,-0.06689999997615814,0.044599998742341995,-0.08150000125169754,-0.12060000002384186,0.1103999987244606,0.047200001776218414,0.037700001150369644,0.001500000013038516]"
