Aspect,fastTextVector
コスモス,"[-0.11729999631643295,-0.0414000004529953,0.0364999994635582,0.009200000204145908,0.07620000094175339,0.031099999323487282,-0.03779999911785126,0.0038999998942017555,0.012799999676644802,0.08470000326633453,-0.01640000008046627,0.030700000002980232,-0.029100000858306885,0.06019999831914902,-0.019700000062584877,0.03319999948143959,0.0340999998152256,0.08900000154972076,-0.0722000002861023,0.02759999968111515,-0.08219999819993973,0.09969999641180038,-0.10719999670982361,0.0,-9.999999747378752e-05,-0.13580000400543213,0.08749999850988388,-0.03680000081658363,0.024399999529123306,-0.042100001126527786,0.0006000000284984708,-0.04500000178813934,0.0024999999441206455,-0.0575999990105629,-0.0008999999845400453,0.024700000882148743,-0.027000000700354576,-0.04839999973773956,-0.05530000105500221,-0.045499999076128006,0.03889999911189079,-0.13510000705718994,-0.12020000070333481,0.013000000268220901,0.012000000104308128,-0.09629999846220016,-0.004000000189989805,-0.02329999953508377,-0.04569999873638153,-0.1266999989748001,0.013299999758601189,0.012500000186264515,0.026900000870227814,-0.0632999986410141,0.09759999811649323,0.0034000000450760126,-0.04270000010728836,-0.05700000002980232,0.05000000074505806,0.009999999776482582,0.040800001472234726,-0.06310000270605087,-0.051600001752376556,0.2117999941110611,0.028599999845027924,-0.028200000524520874,0.007699999958276749,0.028999999165534973,0.012199999764561653,0.05609999969601631,-0.0015999999595806003,-0.08349999785423279,0.02070000022649765,-0.015599999576807022,0.19859999418258667,-0.1379999965429306,-0.03150000050663948,0.07289999723434448,-0.09319999814033508,0.03519999980926514,-0.014700000174343586,0.0032999999821186066,-0.05339999869465828,-0.03310000151395798,-0.06369999796152115,-0.06549999862909317,-0.11330000311136246,0.01899999938905239,0.11110000312328339,-0.011300000362098217,-0.007699999958276749,0.04960000142455101,0.06549999862909317,0.03709999844431877,-0.07400000095367432,-9.999999747378752e-05,-0.05959999933838844,-0.1535000056028366,0.03629999980330467,0.010200000368058681,-0.03200000151991844,0.06920000165700912,-0.08669999986886978,0.053199999034404755,-0.004600000102072954,0.05959999933838844,0.026900000870227814,-0.12530000507831573,-0.040800001472234726,-0.03020000085234642,-0.026100000366568565,0.13330000638961792,0.03539999946951866,-0.06289999932050705,0.0020000000949949026,0.035999998450279236,-0.06830000132322311,0.09600000083446503,-0.0010999999940395355,-0.05620000138878822,-0.09489999711513519,0.07530000060796738,0.0066999997943639755,-0.012299999594688416,0.10209999978542328,0.09600000083446503,0.02539999969303608,-0.03830000013113022,-0.027899999171495438,-0.09200000017881393,0.04780000075697899,0.05559999868273735,0.032999999821186066,0.008700000122189522,-0.042899999767541885,-0.05959999933838844,0.01979999989271164,-0.03229999914765358,0.10700000077486038,-0.009600000455975533,0.07209999859333038,-0.027499999850988388,0.03799999877810478,0.04600000008940697,0.0340999998152256,-0.09000000357627869,0.04659999907016754,-0.05220000073313713,-0.0869000032544136,-0.01140000019222498,0.03909999877214432,-0.1264999955892563,-0.02290000021457672,-0.04050000011920929,0.04600000008940697,-0.1177000030875206,0.06809999793767929,-0.18520000576972961,0.07450000196695328,0.039900001138448715,-0.08789999783039093,-0.0934000015258789,0.1006999984383583,-0.11699999868869781,0.016100000590085983,0.06530000269412994,-0.02160000056028366,-0.08470000326633453,0.13120000064373016,-0.0731000006198883,0.051500000059604645,-0.06769999861717224,0.0649000033736229,0.0010000000474974513,0.002300000051036477,-0.020099999383091927,0.1386999934911728,0.05559999868273735,-0.02449999935925007,-0.05889999866485596,-0.09839999675750732,-0.051500000059604645,0.06599999964237213,-0.041099999099969864,0.018200000748038292,-0.06260000169277191,-0.0502999983727932,0.024800000712275505,-0.06909999996423721,0.011800000444054604,-0.06239999830722809,-0.06289999932050705,-0.0010999999940395355,0.006800000090152025,0.013399999588727951,0.04650000110268593,0.03889999911189079,-0.015599999576807022,0.007499999832361937,-0.014000000432133675,0.07819999754428864,0.04170000180602074,-0.03799999877810478,0.05590000003576279,-0.02319999970495701,0.03550000116229057,0.03200000151991844,0.22020000219345093,0.004399999976158142,-0.012299999594688416,-0.04039999842643738,0.14110000431537628,0.02969999983906746,-0.08799999952316284,0.20749999582767487,-0.12030000239610672,-0.1120000034570694,-0.26759999990463257,-0.10019999742507935,-0.03669999912381172,-0.10920000076293945,0.028599999845027924,-0.019300000742077827,0.02290000021457672,-0.032499998807907104,0.0723000019788742,0.016100000590085983,-0.05510000139474869,0.004699999932199717,0.07880000025033951,-0.000699999975040555,0.011900000274181366,-0.06520000100135803,-0.0020000000949949026,0.07509999722242355,-0.02979999966919422,-0.1446000039577484,0.06340000033378601,-0.09279999881982803,-0.00839999970048666,-0.05770000070333481,0.0957999974489212,0.06239999830722809,-0.17100000381469727,-0.059300001710653305,-0.11089999973773956,0.06589999794960022,-0.006399999838322401,0.013199999928474426,0.0006000000284984708,-0.007300000172108412,-0.20419999957084656,-0.11580000072717667,-0.02250000089406967,-0.01080000028014183,0.007000000216066837,-0.0706000030040741,-0.018799999728798866,0.011599999852478504,-0.16949999332427979,0.07069999724626541,0.04899999871850014,0.03830000013113022,-0.02850000001490116,-0.11159999668598175,-0.04729999974370003,0.07649999856948853,0.03720000013709068,-0.011500000022351742,0.07919999957084656,-0.022099999710917473,-0.05719999969005585,0.22669999301433563,-0.07569999992847443,-0.12610000371932983,-0.021900000050663948,0.057999998331069946,-0.030799999833106995,-0.017100000753998756,0.040300000458955765,-0.05429999902844429,0.01269999984651804,0.1225999966263771,0.060499999672174454,0.02810000069439411,-0.07689999788999557,0.013000000268220901,-0.04089999943971634,-0.013199999928474426,0.05700000002980232,-0.13899999856948853,0.05220000073313713,-0.060499999672174454,-0.08320000022649765,-0.10209999978542328,-0.10599999874830246,0.010400000028312206,-0.07000000029802322,-0.008999999612569809,0.07450000196695328]"
公園,"[0.08370000123977661,-0.1225999966263771,0.3118000030517578,0.05719999969005585,-0.10840000212192535,-0.16060000658035278,-0.002199999988079071,0.020400000736117363,0.1476999968290329,0.28929999470710754,-0.0357000008225441,-0.07530000060796738,0.023399999365210533,0.3334999978542328,-0.2621000111103058,0.0333000011742115,0.0812000036239624,0.19220000505447388,-0.2590000033378601,0.0949999988079071,0.18569999933242798,0.042399998754262924,-0.4097000062465668,-0.17110000550746918,0.0421999990940094,-0.1858000010251999,0.2865999937057495,0.18619999289512634,0.10790000110864639,-0.011300000362098217,0.13740000128746033,-0.1014999970793724,0.014999999664723873,-0.11190000176429749,-0.04610000178217888,-0.047200001776218414,0.32739999890327454,0.13779999315738678,-0.022299999371170998,-0.14139999449253082,0.008999999612569809,-0.13300000131130219,-0.16279999911785126,-0.05400000140070915,-0.08219999819993973,-0.08609999716281891,0.19519999623298645,-0.16979999840259552,-0.16590000689029694,0.10350000113248825,0.155799999833107,-0.13300000131130219,0.18629999458789825,0.14710000157356262,0.0010000000474974513,-0.20520000159740448,0.25600001215934753,-0.07240000367164612,-0.11100000143051147,-0.02239999920129776,-0.14409999549388885,-0.24580000340938568,-0.18289999663829803,0.11249999701976776,0.07479999959468842,0.10050000250339508,0.04430000111460686,0.24089999496936798,0.2922999858856201,0.09319999814033508,0.20020000636577606,-0.10949999839067459,0.219200000166893,0.09889999777078629,0.16410000622272491,0.015300000086426735,-0.2029000073671341,-0.1995999962091446,-0.3230000138282776,0.002199999988079071,-0.09260000288486481,0.27799999713897705,-0.0649000033736229,0.05609999969601631,-0.0649000033736229,-0.14219999313354492,-0.27799999713897705,-0.22709999978542328,-0.15230000019073486,-0.28060001134872437,-0.49549999833106995,0.13429999351501465,-0.01360000018030405,0.1923999935388565,0.22349999845027924,-0.07530000060796738,-0.28790000081062317,-0.25130000710487366,-0.21690000593662262,0.05139999836683273,0.02810000069439411,0.30160000920295715,0.06620000302791595,0.09510000050067902,-0.12389999628067017,0.16259999573230743,-0.16930000483989716,-0.18610000610351562,-0.07680000364780426,0.10559999942779541,-0.34209999442100525,-0.31790000200271606,0.13689999282360077,-0.11680000275373459,0.446399986743927,-0.03530000150203705,-0.20069999992847443,0.14079999923706055,-0.05090000107884407,-0.1339000016450882,-0.09700000286102295,0.12849999964237213,0.3612000048160553,-0.10530000180006027,-0.32440000772476196,0.02850000001490116,-0.036400001496076584,-0.09549999982118607,-0.44609999656677246,0.038100000470876694,0.10499999672174454,-0.08259999752044678,0.2020999938249588,-0.01489999983459711,0.13510000705718994,0.49729999899864197,0.05090000107884407,0.30090001225471497,-0.24240000545978546,0.16300000250339508,-0.021900000050663948,-0.08739999681711197,-0.025499999523162842,0.1168999969959259,0.5313000082969666,0.24969999492168427,-0.13490000367164612,-0.05079999938607216,0.18310000002384186,0.11110000312328339,0.22020000219345093,-0.2549000084400177,0.11699999868869781,0.12999999523162842,0.41609999537467957,-0.24959999322891235,0.07479999959468842,0.10689999908208847,0.27970001101493835,0.10530000180006027,-0.06340000033378601,-0.010499999858438969,0.24969999492168427,0.01860000006854534,0.07000000029802322,-0.004900000058114529,-0.3382999897003174,-0.04919999837875366,0.10090000182390213,0.03799999877810478,0.019099999219179153,0.13529999554157257,-0.2125999927520752,0.26350000500679016,0.10499999672174454,-0.05689999833703041,0.1818999946117401,0.14339999854564667,0.08020000159740448,-0.10939999669790268,-0.1315000057220459,-0.3564999997615814,-0.11299999803304672,0.2175000011920929,-0.10769999772310257,0.19939999282360077,-0.11339999735355377,-0.09640000015497208,0.0632999986410141,-0.13009999692440033,-0.05860000103712082,-0.31540000438690186,0.30970001220703125,0.045499999076128006,0.12849999964237213,0.14830000698566437,0.17649999260902405,-0.0026000000070780516,0.0957999974489212,0.2937999963760376,0.0,0.2892000079154968,0.1670999974012375,0.17190000414848328,-0.08449999988079071,-0.10140000283718109,-0.1225999966263771,-0.2076999992132187,0.11429999768733978,0.14270000159740448,-0.15600000321865082,-0.05400000140070915,0.00279999990016222,0.25290000438690186,0.227400004863739,-0.10859999805688858,-0.11249999701976776,-0.8108000159263611,-0.12120000272989273,-0.2151000052690506,0.24310000240802765,0.05779999867081642,0.07930000126361847,0.011500000022351742,0.04740000143647194,-0.07919999957084656,0.09969999641180038,-0.053300000727176666,0.08640000224113464,0.32600000500679016,0.05090000107884407,0.0215000007301569,-0.19920000433921814,0.0010999999940395355,-0.1266999989748001,0.06769999861717224,-0.5166000127792358,0.17970000207424164,-0.18029999732971191,0.227400004863739,-0.227400004863739,0.0674000009894371,0.438400000333786,-0.31929999589920044,0.22910000383853912,-0.08340000361204147,-0.055399999022483826,0.035599999129772186,0.06560000032186508,-0.5422999858856201,0.01720000058412552,-0.4772000014781952,0.06469999998807907,-0.2773999869823456,0.37630000710487366,0.26589998602867126,-0.26570001244544983,0.01979999989271164,0.30140000581741333,0.09080000221729279,-0.09019999951124191,-0.13050000369548798,0.18379999697208405,0.1703999936580658,-0.19460000097751617,-0.22120000422000885,-0.22529999911785126,-0.14509999752044678,-0.2791000008583069,-0.20399999618530273,-0.13249999284744263,-0.22120000422000885,0.16760000586509705,0.07680000364780426,0.09889999777078629,0.0812000036239624,-0.043299999088048935,0.0430000014603138,-0.12250000238418579,0.13600000739097595,0.0010000000474974513,-0.0357000008225441,-0.06769999861717224,-0.11240000277757645,0.31869998574256897,-0.19930000603199005,-0.014399999752640724,0.10119999945163727,-0.026100000366568565,-0.12049999833106995,-0.19820000231266022,-0.08839999884366989,-0.29750001430511475,0.39719998836517334,-0.18700000643730164,-0.04639999940991402,-0.17810000479221344,0.15809999406337738,0.04490000009536743,0.26919999718666077]"
花,"[-0.06710000336170197,0.3384999930858612,0.2953000068664551,0.30219998955726624,0.23229999840259552,-0.11980000138282776,-0.0835999995470047,-0.18379999697208405,-0.1420000046491623,0.20980000495910645,0.10689999908208847,-0.19550000131130219,-0.09679999947547913,-0.1882999986410141,-0.296099990606308,0.2506999969482422,-0.09189999848604202,0.2596000134944916,-0.29030001163482666,-0.07599999755620956,0.2214999943971634,0.22470000386238098,-0.2484000027179718,0.08349999785423279,-0.16410000622272491,-0.11670000106096268,0.09880000352859497,-0.181099995970726,0.1436000019311905,-0.19200000166893005,0.1256999969482422,-0.1404999941587448,-0.133200004696846,-0.07429999858140945,0.09260000288486481,0.18850000202655792,-0.010300000198185444,-0.05590000003576279,0.12120000272989273,0.1632000058889389,0.0142000000923872,-0.2549000084400177,0.21459999680519104,-0.23000000417232513,0.15080000460147858,0.3531000018119812,0.16429999470710754,0.14329999685287476,0.2102999985218048,0.04529999941587448,0.17759999632835388,0.08940000087022781,0.10040000081062317,-0.1940000057220459,-0.0066999997943639755,0.15440000593662262,-0.08720000088214874,0.02239999920129776,0.06809999793767929,-0.02199999988079071,0.10119999945163727,0.16990000009536743,0.07270000129938126,0.12479999661445618,-0.0982000008225441,-0.328000009059906,-0.02160000056028366,-0.2743000090122223,-0.1736000031232834,0.09679999947547913,-0.07660000026226044,-0.05920000001788139,0.1745000034570694,-0.035100001841783524,-0.030799999833106995,-0.3368000090122223,-0.014399999752640724,0.10819999873638153,-0.11720000207424164,0.004900000058114529,0.002199999988079071,-0.004699999932199717,-0.15489999949932098,0.09969999641180038,0.003700000001117587,-0.04839999973773956,-0.31360000371932983,-0.17520000040531158,0.09650000184774399,-0.0044999998062849045,-0.0544000007212162,0.2815000116825104,0.12520000338554382,-0.05270000174641609,-0.3154999911785126,-0.0860000029206276,-0.2167000025510788,-0.38960000872612,-0.2198999971151352,0.21119999885559082,0.15299999713897705,0.2721000015735626,-0.06390000134706497,-0.05469999834895134,-0.0658000037074089,0.37549999356269836,0.02329999953508377,0.18619999289512634,0.05480000004172325,-0.09160000085830688,-0.2272000014781952,-0.03970000147819519,-0.07959999889135361,-0.20080000162124634,-0.05660000070929527,-0.002099999925121665,-0.24089999496936798,0.0632999986410141,-0.1234000027179718,-0.1720999926328659,-0.02969999983906746,-0.060600001364946365,0.19509999454021454,-0.17020000517368317,-0.010999999940395355,0.17800000309944153,0.026399999856948853,0.09690000116825104,-0.22840000689029694,0.08190000057220459,-0.019999999552965164,-0.015599999576807022,0.12960000336170197,0.014499999582767487,0.1454000025987625,-0.08640000224113464,-0.15150000154972076,-0.06300000101327896,0.04019999876618385,0.020400000736117363,0.04430000111460686,-0.0674000009894371,-0.019200000911951065,-0.32839998602867126,0.10819999873638153,-0.07829999923706055,0.2012999951839447,0.08179999887943268,-0.0640999972820282,-0.05339999869465828,0.1404999941587448,0.06030000001192093,-0.08299999684095383,0.1695999950170517,-0.10660000145435333,-0.28450000286102295,0.09830000251531601,0.05779999867081642,-0.07069999724626541,-0.2207999974489212,-0.03840000182390213,-0.12219999730587006,0.273499995470047,-0.2175000011920929,0.17649999260902405,-0.029500000178813934,0.14229999482631683,-0.05900000035762787,0.1720999926328659,-0.01119999960064888,-0.15060000121593475,-0.3327000141143799,0.003000000026077032,-0.11739999800920486,-0.08389999717473984,-0.012600000016391277,0.11299999803304672,0.03519999980926514,-0.010999999940395355,-0.23109999299049377,-0.24009999632835388,-0.18520000576972961,0.30640000104904175,0.19189999997615814,-0.08709999918937683,-0.0421999990940094,-0.01979999989271164,-0.23340000212192535,-0.12150000035762787,0.18369999527931213,0.19869999587535858,-0.156700000166893,0.12399999797344208,0.12950000166893005,-0.038600001484155655,0.08919999748468399,0.14270000159740448,-0.035999998450279236,0.1324000060558319,-0.0364999994635582,0.3043999969959259,0.12960000336170197,-0.1525000035762787,-0.03620000183582306,-0.37299999594688416,-0.03830000013113022,-0.08349999785423279,-0.03150000050663948,0.07580000162124634,0.15289999544620514,0.038600001484155655,0.20659999549388885,-0.03739999979734421,-0.02889999933540821,0.18940000236034393,-0.12729999423027039,-0.38359999656677246,-0.7389000058174133,0.011699999682605267,0.20399999618530273,-0.08879999816417694,0.05270000174641609,0.020899999886751175,0.007199999876320362,-0.045899998396635056,-0.0625,-0.13210000097751617,-0.17749999463558197,0.0697999969124794,0.05790000036358833,-0.07760000228881836,-0.13920000195503235,-0.32919999957084656,0.1761000007390976,0.15520000457763672,0.040300000458955765,-0.3393000066280365,0.2370000034570694,0.006599999964237213,0.11699999868869781,-0.08669999986886978,0.2849999964237213,0.27140000462532043,-0.25,-0.0348999984562397,-0.04490000009536743,-0.09179999679327011,0.3601999878883362,-0.14110000431537628,-0.2924000024795532,0.1639000028371811,-0.4293999969959259,0.2761000096797943,-0.20980000495910645,0.09589999914169312,0.31459999084472656,-0.01269999984651804,0.00039999998989515007,0.19609999656677246,0.013199999928474426,-0.22699999809265137,-0.05620000138878822,-0.06639999896287918,0.42239999771118164,-0.10029999911785126,0.0032999999821186066,-0.22920000553131104,0.1282999962568283,-0.08749999850988388,0.018699999898672104,-0.05810000002384186,0.1264999955892563,0.08030000329017639,0.061400000005960464,-0.03359999880194664,-0.008200000040233135,0.24950000643730164,-0.23999999463558197,-0.3424000144004822,0.2485000044107437,-0.04320000112056732,-0.04390000179409981,0.11559999734163284,-0.061900001019239426,0.03290000185370445,0.04600000008940697,-0.09929999709129333,-0.05979999899864197,-0.02199999988079071,0.1437000036239624,-0.020899999886751175,-0.11590000241994858,-0.2802000045776367,-0.043800000101327896,-0.14869999885559082,-0.17229999601840973,-0.08730000257492065,0.03189999982714653,-0.22360000014305115,-0.14730000495910645]"
桜,"[0.3330000042915344,0.04390000179409981,0.15279999375343323,0.3379000127315521,-0.1923999935388565,-0.07819999754428864,0.12330000102519989,0.25110000371932983,0.0575999990105629,0.20350000262260437,0.0575999990105629,-0.05959999933838844,-0.0778999999165535,0.27230000495910645,-0.25859999656677246,0.22709999978542328,-0.08910000324249268,-0.10750000178813934,-0.22910000383853912,0.11389999836683273,-0.05889999866485596,0.20090000331401825,-0.39430001378059387,0.12929999828338623,-0.005900000222027302,-0.015200000256299973,0.17350000143051147,0.33880001306533813,-0.05339999869465828,-0.11299999803304672,0.2353000044822693,-0.1306000053882599,0.01979999989271164,-0.12099999934434891,0.016899999231100082,-0.38260000944137573,0.18809999525547028,0.08990000188350677,0.21979999542236328,-0.062300000339746475,-0.15479999780654907,-0.3725999891757965,-0.016899999231100082,-0.21400000154972076,0.045899998396635056,0.34779998660087585,-0.10679999738931656,-0.1606999933719635,0.3684999942779541,-0.07190000265836716,0.3756999969482422,-0.10429999977350235,-0.05990000069141388,-0.04230000078678131,0.15620000660419464,0.16200000047683716,-0.08820000290870667,-0.017899999395012856,0.18019999563694,0.01080000028014183,-0.04230000078678131,-0.1014999970793724,0.20749999582767487,0.22599999606609344,0.09300000220537186,0.06629999727010727,0.059300001710653305,-0.025800000876188278,-0.003599999938160181,0.08179999887943268,0.006000000052154064,-0.149399995803833,0.12070000171661377,0.02979999966919422,-0.015399999916553497,-0.09549999982118607,-0.006099999882280827,-0.16519999504089355,-0.04270000010728836,0.02449999935925007,0.04800000041723251,-0.20020000636577606,-0.14159999787807465,-0.18639999628067017,0.09610000252723694,-0.01209999993443489,-0.09759999811649323,-0.2434999942779541,0.11209999769926071,0.24459999799728394,-0.0015999999595806003,0.193900004029274,-0.16740000247955322,0.1476999968290329,-0.16519999504089355,0.06040000170469284,-0.3027999997138977,-0.43459999561309814,-0.22529999911785126,-0.07199999690055847,-0.12039999663829803,0.11270000040531158,-0.2827000021934509,-0.3589000105857849,0.07970000058412552,0.43939998745918274,0.012299999594688416,0.1738000065088272,0.24289999902248383,0.11060000211000443,-0.10480000078678131,0.1088000014424324,-0.29600000381469727,-0.361299991607666,-0.05950000137090683,0.17579999566078186,-0.36090001463890076,0.17800000309944153,-0.008700000122189522,-0.07440000027418137,-0.19709999859333038,-0.08550000190734863,0.15680000185966492,-0.014800000004470348,-0.16419999301433563,-0.09459999948740005,0.26190000772476196,-0.13330000638961792,-0.1388999968767166,-0.20440000295639038,0.039500001817941666,0.2467000037431717,-0.07890000194311142,0.016499999910593033,0.14890000224113464,-0.31369999051094055,-0.07900000363588333,0.04390000179409981,0.23880000412464142,-0.3499000072479248,0.005100000184029341,-0.290800005197525,-0.023099999874830246,-0.31940001249313354,0.07900000363588333,0.22699999809265137,0.13439999520778656,-0.12700000405311584,0.17080000042915344,-0.044599998742341995,0.04479999840259552,-0.06440000236034393,0.1784999966621399,0.3239000141620636,-0.08959999680519104,-0.18619999289512634,0.02370000071823597,-0.08410000056028366,0.1437000036239624,-0.19840000569820404,-0.2793000042438507,-0.06120000034570694,0.33469998836517334,-0.3691999912261963,0.017799999564886093,0.14900000393390656,0.09880000352859497,0.2290000021457672,0.25619998574256897,0.18930000066757202,0.093299999833107,-0.0892999991774559,-0.1776999980211258,0.11490000039339066,0.04919999837875366,0.33559998869895935,0.011500000022351742,0.10199999809265137,0.0746999979019165,-0.13220000267028809,-0.24279999732971191,-0.18799999356269836,0.32670000195503235,0.24580000340938568,-0.07739999890327454,0.06199999898672104,-0.1005999967455864,-0.19329999387264252,0.16680000722408295,-0.05090000107884407,0.23499999940395355,-0.21629999577999115,-0.10819999873638153,0.06930000334978104,-0.03530000150203705,0.19990000128746033,0.22110000252723694,0.08869999647140503,-0.16359999775886536,-0.2134999930858612,-0.04280000180006027,-0.048500001430511475,-0.026000000536441803,0.243599995970726,-0.07599999755620956,-0.0333000011742115,-0.08370000123977661,0.031300000846385956,-0.04439999908208847,0.03009999915957451,-0.05860000103712082,0.12229999899864197,0.04879999905824661,-0.2648000121116638,0.35100001096725464,-0.2906000018119812,-0.0828000009059906,-0.8112000226974487,-0.010400000028312206,-0.05290000140666962,0.1412999927997589,0.010700000450015068,0.07890000194311142,-0.3813999891281128,0.025299999862909317,0.06239999830722809,0.10379999876022339,-0.26829999685287476,0.22349999845027924,-0.07460000365972519,0.11500000208616257,-0.155799999833107,-0.2597000002861023,-0.08070000261068344,0.4713999927043915,-0.14980000257492065,-0.3109999895095825,0.08860000222921371,-0.0697999969124794,-0.08540000021457672,-0.01940000057220459,0.21610000729560852,0.1589999943971634,-0.32670000195503235,-0.08309999853372574,-0.11490000039339066,-0.3179999887943268,0.1437000036239624,0.004900000058114529,0.14830000698566437,-0.07519999891519547,-0.5659999847412109,-0.20419999957084656,-0.09470000118017197,0.1720999926328659,0.2597000002861023,0.1137000024318695,-0.07980000227689743,0.033799998462200165,-0.08940000087022781,0.24660000205039978,-0.04470000043511391,0.13910000026226044,0.3303999900817871,-0.16840000450611115,-0.3743000030517578,-0.17080000042915344,0.15330000221729279,-0.08749999850988388,0.017500000074505806,-0.043699998408555984,0.10840000212192535,0.20839999616146088,0.30140000581741333,0.0625,-0.003800000064074993,-0.00430000014603138,-0.1632000058889389,-0.2671000063419342,0.40689998865127563,-0.09260000288486481,-0.08889999985694885,-0.042100001126527786,-0.08940000087022781,-0.051500000059604645,-0.004999999888241291,0.34529998898506165,0.06960000097751617,0.02290000021457672,-0.026599999517202377,-0.41100001335144043,0.09009999781847,-0.05400000140070915,-0.06350000202655792,-0.1688999980688095,0.0010999999940395355,-0.0722000002861023,-0.04309999942779541,0.10419999808073044,0.1598999947309494]"
