外国人観光客,61.0,0.2443,観光客,外国人観光客
子供,18.0,0.6778,子供
混雑,31.0,-0.1549,人の混雑度,混雑
売店,15.0,0.3200,売店
食事,11.0,0.7455,食事
ジョギング,39.0,0.6385,ジョギング,ランニング
散歩,63.0,0.7254,散歩,ウォーキング
ライトアップ,30.0,0.8167,ライトアップ
プロジェクションマッピング,11.0,0.7727,プロジェクションマッピング
イベント,28.0,0.5464,イベント
バーベキュー,11.0,0.7818,バーベキュー
公園,114.0,0.6825,遊具,公園
天候,11.0,0.7545,天候
雰囲気,16.0,0.7438,雰囲気
自然,11.0,0.8000,自然
景色,28.0,0.8714,景色
サイズ,15.0,0.6133,サイズ
広い,19.0,0.7053,広い
紅葉,32.0,0.8500,紅葉
緑,17.0,0.7882,緑
梅,60.0,0.8117,梅
桜,180.0,0.8866,桜,桜の季節
お花見,67.0,0.7567,お花見
敷地,21.0,0.6905,敷地
駐車場,12.0,-0.1917,駐車場
駅,15.0,0.3200,駅
歴史,12.0,0.7083,歴史
お城,50.0,0.7560,お城
堀,26.0,0.5385,堀
