中尊寺金色堂,1252
中尊寺,820
三陸シーカヤックスクール Sea-son,26
浄土ヶ浜,534
厳美渓,762
宮沢賢治記念館,521
盛岡城跡公園(岩手公園),478
猊鼻渓・舟下り,410
龍泉洞,830
毛越寺,337
毛越寺浄土庭園,421
岩手銀行赤レンガ館,282
青の洞窟,313
歴史公園えさし藤原の郷,255
奇跡の一本松,262
めがね橋(岩手県遠野市),255
一般社団法人花巻観光協会,13
道の駅雫石あねっこ,400
カッパ淵,413
道の駅 厳美渓,195
盛岡八幡宮,303
道の駅 にしね,187
賢治の学校(宮沢賢治童話村),560
光原社,183
八幡平,548
盛岡駅,13
猊鼻渓,168
ぴょんぴょん舎冷麺工房,12
とおの物語の館,114
御所湖(岩手県盛岡市),173
小袖海女センター,138
不動の滝(岩手県八幡平市),114
かもめテラス 三陸菓匠 さいとう総本店,193
北山崎,168
中津川(岩手県盛岡市),207
碁石海岸,187
″新日本百名湯″″日本温泉遺産″に指定 秘湯宿「藤三旅館」,348
山の神温泉 優香苑,97
愛真館,90
大沢温泉(岩手県花巻市),308
達谷西光寺,221
ホテル森の風鴬宿,175
久慈地下水族科学館 もぐらんぴあ ,88
啄木新婚の家,49
花巻スポーツランド,13
雫石銀河ロープウェー _雫石プリンスホテル,28
ガラス工房 glass K,10
マリオス展望室,94
寺町通り(岩手県盛岡市),325
道の駅 三田貝分校,101
つなぎ温泉,325
藍染工房染屋たきうら,2
新鉛温泉 愛隣館,275
釜石大観音,98
紫波フルーツパーク,13
ホテルエース盛岡,25
釜淵の滝,109
宮古市魚菜市場,105
盛岡市動物公園ZOOMO,357
もりおか歴史文化館,143
北上川(岩手県盛岡市),128
平泉文化遺産センター,97
潮吹穴,89
岩手山(岩手県滝沢市),199
大沢温泉自炊部湯治屋,110
月山(岩手県宮古市),127
道の駅 やまだ,55
白山神社,197
桜山神社(岩手県盛岡市),59
小岩井農場まきば園,1197
七ツ釜(岩手県西和賀町),276
山の駅 昭和の学校,12
葛根田渓谷の紅葉,20
特産品プラザらら・いわて盛岡店,124
花巻温泉 ホテル花巻,578
黒石寺,27
ガラス体験工房 森のくに,22
遠野市観光案内所,18
夏油温泉 元湯夏油,2
四季館 彩冬,93
ほっとゆだ,51
岩手山サービスエリア 下り,12
小岩井農場 園外ショップ&フード,32
焼走り熔岩流,116
諏訪神社(岩手県久慈市),260
松川渓谷(岩手県八幡平市),58
花巻市博物館,14
錦秋湖,104
北上市立鬼の館,29
大梅拈華山圓通正法寺,37
一関市博物館,18
高館(義経堂),129
花巻新渡戸記念館,20
石と賢治のミュージアム,19
フェザン おでんせ館,11
土・日ジャンボ市(株式会社流通技研),32
宮古アウトドアセンター,276
盛駅,2
結びの宿 愛隣館,46
藤七温泉彩雲荘,166
エーデルワイン工場見学コース,5
夏虫のお湯っこ,9
スワローツアー平泉レンタサイクル,21
愛宕神社(岩手県奥州市),224
株式会社ふうせつ花,142
みちのく民俗村,15
岩手サファリパーク,164
いわてTSUNAMIメモリアル(東日本大震災津波伝承館),17
館ケ森 アーク牧場,65
鯨と海の科学館,11
石割桜,308
もりおか啄木・賢治青春館(旧第九十銀行本店本館),59
遠野郷八幡宮,15
深沢紅子野の花美術館(岩手県盛岡市),11
クルマアソビアドベンチャーフィールド安比,1
三ツ石神社,20
松尾八幡平ビジターセンター,18
道の駅 白樺の里やまがた,10
志戸平温泉,155
道の駅 くじ,100
道の駅 さんりく 三陸ふるさと物産センター,61
道の駅 のだ 観光物産館ぱあぷる,52
長栄館,3
紙すき館,14
宮古駅前総合観光案内所,6
伝承園,128
盛岡城跡,115
産直来夢くん,11
松川温泉,134
道の駅 釜石仙人峠,25
道の駅 石鳥谷,91
ワタミオーガニックランド,0
滝観洞,75
浜べの料理宿宝来館,2
花泉焼 花流泉窯,1
館ヶ森高原ホテル,1
国立岩手山青少年交流の家,3
安比高原,199
小岩井農場の一本桜,136
新安比温泉静流閣,35
久慈渓流,8
安比高原スキー場,172
毘沙門堂(岩手県花巻市),25
折爪サービスエリア 下り,6
鞍掛山(岩手県滝沢市),22
九戸城跡,18
旅染屋 山いち,8
箱根山展望台,8
報恩寺(岩手県盛岡市),8
