お風呂,140.0,0.6178,お風呂,露天風呂
種類,17.0,0.5529,種類
お茶風呂,27.0,0.5889,お茶風呂
ガリガリ君風呂,17.0,0.4294,ガリガリ君風呂
ワイン風呂,147.0,0.6374,ワイン風呂
プール,152.0,0.3441,プール
水着エリア,49.0,0.2980,水着エリア
お湯,16.0,0.1375,お湯
温泉施設,175.0,0.5909,温泉,温泉施設,森の湯
バイキング,25.0,0.4760,バイキング
食事,28.0,0.1179,食事
スライダー,71.0,0.5563,スライダー
お土産,18.0,0.4278,お土産
ドクターフィッシュ,35.0,0.5143,ドクターフィッシュ
ユネッサン,77.0,0.4325,ユネッサン
ロッカー,15.0,-0.1800,ロッカー
施設,57.0,0.3632,施設,屋内施設
屋外,16.0,-0.0875,屋外
スタッフと従業員,22.0,-0.0955,スタッフと従業員
割引,22.0,0.6318,割引
価格,13.0,-0.3154,価格
バス,16.0,-0.0375,バス
駐車場,22.0,-0.5545,駐車場
子連れ,21.0,0.8143,子連れ
子供,67.0,0.6687,子供
家族,59.0,0.7508,家族
大人,17.0,0.3471,大人
カップル,29.0,0.5724,カップル
混雑,55.0,-0.3855,混雑
広さ,13.0,0.4923,広さ
