大仏,368.0,0.6685,大仏胎内,大仏の中,大仏
入場料,26.0,0.3731,中に入る,入場料
胎内,35.0,0.4086,胎内,胎内めぐり
子供,16.0,0.3250,子供
混雑,45.0,-0.2111,人の多さ,混雑
修学旅行,10.0,0.3200,修学旅行
バス,9.0,0.3444,バス
歩行,11.0,0.4818,歩行
駐車場,16.0,-0.2750,駐車場
料金,12.0,0.1583,料金
ショッピング,22.0,0.5773,ショッピング
桜,11.0,0.7364,桜
修理,9.0,0.3111,修理
サイズ,19.0,0.5421,サイズ
景色,9.0,0.4222,景色
天候,9.0,0.7778,天候
視覚的魅力,15.0,0.7600,視覚的魅力
道,11.0,-0.2273,道
写真撮影,21.0,0.4905,写真撮影
顔,11.0,0.7727,顔
体験,9.0,0.7889,体験
外国人観光客,98.0,0.3123,観光客,外国人,外国人観光客
お土産,22.0,0.5727,お土産
高徳院,36.0,0.5806,高徳院
駅,21.0,0.1333,駅
江ノ電,24.0,0.4708,江ノ電
拝観料,22.0,0.2455,拝観料
寺,9.0,0.4778,寺
鶴岡八幡宮,10.0,0.3900,鶴岡八幡宮
